,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30
V14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6435860401816261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7775415673716262,0.1339555271900001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1339555271900001,0.8673379111722439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08979634380061774,0.0,0.0,0.0
V17,0.0,0.0,0.10785550669241756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8484028473644035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09696130049035986,0.0,0.0,0.0,0.0,0.0
V18,0.0,-0.09015531270536178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8406592074485995,0.0,0.0,0.0,0.0,-0.10691785456161154,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V19,0.0,0.0,0.0,0.0,0.0,0.0,-0.2018108148170482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8453968549986743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7361842018125453,0.0,0.0,0.0,0.09259816163091923,0.0,0.0,0.0,0.0,0.0,0.0
V21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19188820942420395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9827178748848986,0.0,0.0,0.0,0.14724362527906848,0.0,0.0,0.0,0.0,0.0
V22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.807095683506281,0.0,0.0,-0.16350964332465487,0.0,0.0,0.0,0.0,0.0
V23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10691785456161154,0.0,0.0,0.0,0.0,0.7505038947432376,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V24,0.0,0.0,0.0,0.0,0.0,0.0,-0.1724183066451131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09259816163091923,0.0,0.0,0.0,0.9086025084576584,0.0,0.0,0.0,0.0,0.0,0.0
V25,0.0,0.0,0.0,0.0,0.13813884283434846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09696130049035986,0.0,0.0,0.0,0.14724362527906848,-0.16350964332465487,0.0,0.0,1.189439452110058,0.0,0.0,0.0,0.0,0.0
V26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18533341699174957,0.0,0.21482894354722476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0437484007206006,0.0,0.0,0.0,0.0
V27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08979634380061774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333823839822439,0.0,0.0,0.0
V28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6435860401816261,0.0,0.0
V29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6435860401816261,0.0
V30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6435860401816261
