;time;accuracy;hamming;iter;method;tol;rtol;p;N;l1
block-boyd_tol_1e-07_rtol_1e-07_p_1000_N_1100_l1_0.5;0.30755219981074333;1.0380365246941858e-06;1866;0;block-boyd;1e-07;1e-07;1000;1100;0.5
block-boyd_tol_1e-08_rtol_1e-08_p_1000_N_1100_l1_0.5;0.3348913788795471;8.773470534771272e-08;1866;0;block-boyd;1e-08;1e-08;1000;1100;0.5
regain_tol_0.0001_rtol_0.0001_p_1000_N_1100_l1_0.5;10.838754408061504;0.0020925912002402645;1866;12;regain;0.0001;0.0001;1000;1100;0.5
regain_tol_1e-05_rtol_1e-05_p_1000_N_1100_l1_0.5;19.52255603298545;6.240798758999677e-05;1866;24;regain;1e-05;1e-05;1000;1100;0.5
regain_tol_5e-06_rtol_5e-06_p_1000_N_1100_l1_0.5;23.075403302907944;3.983985264281388e-05;1866;29;regain;5e-06;5e-06;1000;1100;0.5
regain_tol_1e-06_rtol_1e-06_p_1000_N_1100_l1_0.5;33.280974972993135;1.2780441540816521e-05;1866;42;regain;1e-06;1e-06;1000;1100;0.5
single-boyd_tol_1e-06_rtol_1e-06_p_1000_N_1100_l1_0.5;7.139295656234026;0.01177699544066916;1868;8;single-boyd;1e-06;1e-06;1000;1100;0.5
single-boyd_tol_1e-07_rtol_1e-07_p_1000_N_1100_l1_0.5;12.341746136546135;0.0007720440507433895;1866;16;single-boyd;1e-07;1e-07;1000;1100;0.5
single-boyd_tol_5e-08_rtol_5e-08_p_1000_N_1100_l1_0.5;13.49128283187747;0.00021023599372845973;1866;20;single-boyd;5e-08;5e-08;1000;1100;0.5
single-boyd_tol_1e-08_rtol_1e-08_p_1000_N_1100_l1_0.5;32.98173554614186;2.1209580473282067e-06;1866;47;single-boyd;1e-08;1e-08;1000;1100;0.5
sklearn_tol_0.1_enet_0.001_p_1000_N_1100_l1_0.5;4.759617635048926;7.714703334055764e-07;1866;2;sklearn;0.1;0.001;1000;1100;0.5
sklearn_tol_0.01_enet_0.0001_p_1000_N_1100_l1_0.5;10.902411360293627;5.803181356699257e-08;1866;2;sklearn;0.01;0.0001;1000;1100;0.5
block-boyd_tol_1e-06_rtol_1e-06_p_2000_N_2200_l1_0.05;12.403780963271856;0.01510825945038193;1926;0;block-boyd;1e-06;1e-06;2000;2200;0.05
block-boyd_tol_1e-07_rtol_1e-07_p_2000_N_2200_l1_0.05;18.886531434953213;0.0015808353557491869;1982;0;block-boyd;1e-07;1e-07;2000;2200;0.05
block-boyd_tol_5e-08_rtol_5e-08_p_2000_N_2200_l1_0.05;21.664835929870605;0.0008009512501515057;1984;0;block-boyd;5e-08;5e-08;2000;2200;0.05
block-boyd_tol_1e-08_rtol_1e-08_p_2000_N_2200_l1_0.05;30.270311418920755;0.00014900983158293188;1988;0;block-boyd;1e-08;1e-08;2000;2200;0.05
regain_tol_0.0001_rtol_0.0001_p_2000_N_2200_l1_0.05;56.05735684558749;0.010624506019565529;1764;12;regain;0.0001;0.0001;2000;2200;0.05
regain_tol_1e-05_rtol_1e-05_p_2000_N_2200_l1_0.05;115.71352091059089;0.0001403432372280562;1956;26;regain;1e-05;1e-05;2000;2200;0.05
regain_tol_5e-06_rtol_5e-06_p_2000_N_2200_l1_0.05;141.0282745361328;5.494594206409661e-05;1972;30;regain;5e-06;5e-06;2000;2200;0.05
regain_tol_1e-06_rtol_1e-06_p_2000_N_2200_l1_0.05;179.0343767553568;1.4771407676193447e-05;1982;38;regain;1e-06;1e-06;2000;2200;0.05
single-boyd_tol_1e-06_rtol_1e-06_p_2000_N_2200_l1_0.05;28.205423947423697;0.08760655521404799;1712;8;single-boyd;1e-06;1e-06;2000;2200;0.05
single-boyd_tol_1e-07_rtol_1e-07_p_2000_N_2200_l1_0.05;68.5072804056108;0.010137460249385498;1972;20;single-boyd;1e-07;1e-07;2000;2200;0.05
single-boyd_tol_5e-08_rtol_5e-08_p_2000_N_2200_l1_0.05;80.82804924622178;0.0050996984913623256;1980;24;single-boyd;5e-08;5e-08;2000;2200;0.05
single-boyd_tol_1e-08_rtol_1e-08_p_2000_N_2200_l1_0.05;119.84210989624262;0.0009445990412019988;1988;34;single-boyd;1e-08;1e-08;2000;2200;0.05
sklearn_tol_0.01_enet_0.0001_p_2000_N_2200_l1_0.05;39.92920114193112;3.057297973057603e-06;1988;2;sklearn;0.01;0.0001;2000;2200;0.05
sklearn_tol_0.1_enet_0.001_p_2000_N_2200_l1_0.05;42.895596222020686;2.4417116071415263e-05;1988;2;sklearn;0.1;0.001;2000;2200;0.05
block-boyd_tol_1e-06_rtol_1e-06_p_2000_N_2200_l1_0.1;2.164034154266119;5.567233159802325e-05;3580;0;block-boyd;1e-06;1e-06;2000;2200;0.1
block-boyd_tol_1e-07_rtol_1e-07_p_2000_N_2200_l1_0.1;2.4219453744590282;6.158749832783319e-06;3580;0;block-boyd;1e-07;1e-07;2000;2200;0.1
block-boyd_tol_5e-08_rtol_5e-08_p_2000_N_2200_l1_0.1;2.6609047800302505;2.9840212103415256e-06;3580;0;block-boyd;5e-08;5e-08;2000;2200;0.1
block-boyd_tol_1e-08_rtol_1e-08_p_2000_N_2200_l1_0.1;3.1589938513934612;5.958383064182638e-07;3580;0;block-boyd;1e-08;1e-08;2000;2200;0.1
regain_tol_0.0001_rtol_0.0001_p_2000_N_2200_l1_0.1;56.18054722622037;0.008816949885090842;3570;12;regain;0.0001;0.0001;2000;2200;0.1
regain_tol_1e-05_rtol_1e-05_p_2000_N_2200_l1_0.1;116.79830678552389;9.733550774663478e-05;3580;26;regain;1e-05;1e-05;2000;2200;0.1
regain_tol_5e-06_rtol_5e-06_p_2000_N_2200_l1_0.1;131.30492963641882;5.5592979604169205e-05;3580;29;regain;5e-06;5e-06;2000;2200;0.1
regain_tol_1e-06_rtol_1e-06_p_2000_N_2200_l1_0.1;169.1688429042697;1.6187689727145968e-05;3580;36;regain;1e-06;1e-06;2000;2200;0.1
single-boyd_tol_1e-06_rtol_1e-06_p_2000_N_2200_l1_0.1;28.02267809584737;0.08140509071984633;3570;8;single-boyd;1e-06;1e-06;2000;2200;0.1
single-boyd_tol_1e-07_rtol_1e-07_p_2000_N_2200_l1_0.1;64.71138129755855;0.0099883059644909;3580;19;single-boyd;1e-07;1e-07;2000;2200;0.1
single-boyd_tol_5e-08_rtol_5e-08_p_2000_N_2200_l1_0.1;79.93971396610141;0.004778240479197851;3580;23;single-boyd;5e-08;5e-08;2000;2200;0.1
single-boyd_tol_1e-08_rtol_1e-08_p_2000_N_2200_l1_0.1;109.37173877283931;0.000929717401690396;3580;32;single-boyd;1e-08;1e-08;2000;2200;0.1
sklearn_tol_0.1_enet_0.001_p_2000_N_2200_l1_0.1;39.218592380173504;1.3128211042210465e-05;3580;2;sklearn;0.1;0.001;2000;2200;0.1
sklearn_tol_0.01_enet_0.0001_p_2000_N_2200_l1_0.1;42.08907490503043;1.346709168878481e-06;3580;2;sklearn;0.01;0.0001;2000;2200;0.1
block-boyd_tol_1e-06_rtol_1e-06_p_2000_N_2200_l1_0.5;0.8135276511311531;2.766798013014739e-05;3896;0;block-boyd;1e-06;1e-06;2000;2200;0.5
block-boyd_tol_1e-07_rtol_1e-07_p_2000_N_2200_l1_0.5;0.817444559186697;3.0775277863076737e-06;3896;0;block-boyd;1e-07;1e-07;2000;2200;0.5
block-boyd_tol_5e-08_rtol_5e-08_p_2000_N_2200_l1_0.5;0.8440035805106163;1.48443089965865e-06;3896;0;block-boyd;5e-08;5e-08;2000;2200;0.5
block-boyd_tol_1e-08_rtol_1e-08_p_2000_N_2200_l1_0.5;1.0876688994467258;3.466790717513313e-07;3896;0;block-boyd;1e-08;1e-08;2000;2200;0.5
regain_tol_0.0001_rtol_0.0001_p_2000_N_2200_l1_0.5;65.68176810443401;0.008192990413717639;3896;14;regain;0.0001;0.0001;2000;2200;0.5
regain_tol_1e-05_rtol_1e-05_p_2000_N_2200_l1_0.5;96.11473149061203;0.0007756270509780356;3896;21;regain;1e-05;1e-05;2000;2200;0.5
regain_tol_5e-06_rtol_5e-06_p_2000_N_2200_l1_0.5;103.74947352334857;0.00039876658188312485;3896;23;regain;5e-06;5e-06;2000;2200;0.5
regain_tol_1e-06_rtol_1e-06_p_2000_N_2200_l1_0.5;140.43044139444828;3.980222029552749e-05;3896;30;regain;1e-06;1e-06;2000;2200;0.5
single-boyd_tol_1e-06_rtol_1e-06_p_2000_N_2200_l1_0.5;27.999710138887167;0.08079872962894118;3896;8;single-boyd;1e-06;1e-06;2000;2200;0.5
single-boyd_tol_1e-07_rtol_1e-07_p_2000_N_2200_l1_0.5;65.66403258219361;0.009905672980318405;3896;19;single-boyd;1e-07;1e-07;2000;2200;0.5
single-boyd_tol_5e-08_rtol_5e-08_p_2000_N_2200_l1_0.5;92.58464392274618;0.0047384664387426206;3896;23;single-boyd;5e-08;5e-08;2000;2200;0.5
single-boyd_tol_1e-08_rtol_1e-08_p_2000_N_2200_l1_0.5;106.86104369163513;0.0009220921776776643;3896;32;single-boyd;1e-08;1e-08;2000;2200;0.5
sklearn_tol_0.01_enet_0.0001_p_2000_N_2200_l1_0.5;40.29416964855045;1.7940849541503322e-08;3896;2;sklearn;0.01;0.0001;2000;2200;0.5
sklearn_tol_0.1_enet_0.001_p_2000_N_2200_l1_0.5;41.93790616001934;7.350785301560306e-08;3896;2;sklearn;0.1;0.001;2000;2200;0.5
block-boyd_tol_1e-06_rtol_1e-06_p_4000_N_4400_l1_0.05;24.592686634510756;0.017931936792068434;2648;0;block-boyd;1e-06;1e-06;4000;4400;0.05
block-boyd_tol_1e-07_rtol_1e-07_p_4000_N_4400_l1_0.05;36.99231543019414;0.0019106036559278256;2858;0;block-boyd;1e-07;1e-07;4000;4400;0.05
block-boyd_tol_5e-08_rtol_5e-08_p_4000_N_4400_l1_0.05;46.628509882837534;0.0008634464656914112;2872;0;block-boyd;5e-08;5e-08;4000;4400;0.05
block-boyd_tol_1e-08_rtol_1e-08_p_4000_N_4400_l1_0.05;53.662587244063616;0.0001800049441070609;2880;0;block-boyd;1e-08;1e-08;4000;4400;0.05
regain_tol_0.0001_rtol_0.0001_p_4000_N_4400_l1_0.05;518.4913391061127;0.012143566948156949;2764;15;regain;0.0001;0.0001;4000;4400;0.05
regain_tol_1e-05_rtol_1e-05_p_4000_N_4400_l1_0.05;867.0938051231205;0.0013679215476248973;2874;26;regain;1e-05;1e-05;4000;4400;0.05
regain_tol_5e-06_rtol_5e-06_p_4000_N_4400_l1_0.05;1032.466373372823;0.000627543020233075;2880;30;regain;5e-06;5e-06;4000;4400;0.05
regain_tol_1e-06_rtol_1e-06_p_4000_N_4400_l1_0.05;1307.6872047819197;0.00013419451413163052;2888;38;regain;1e-06;1e-06;4000;4400;0.05
single-boyd_tol_1e-06_rtol_1e-06_p_4000_N_4400_l1_0.05;123.67211943119764;0.1597013153789894;2510;4;single-boyd;1e-06;1e-06;4000;4400;0.05
single-boyd_tol_1e-07_rtol_1e-07_p_4000_N_4400_l1_0.05;385.7186159491539;0.02239744047625497;2708;13;single-boyd;1e-07;1e-07;4000;4400;0.05
single-boyd_tol_5e-08_rtol_5e-08_p_4000_N_4400_l1_0.05;465.3184299916029;0.012143566948156987;2764;16;single-boyd;5e-08;5e-08;4000;4400;0.05
single-boyd_tol_1e-08_rtol_1e-08_p_4000_N_4400_l1_0.05;686.7890719138086;0.0024649152757976124;2866;24;single-boyd;1e-08;1e-08;4000;4400;0.05
sklearn_tol_0.1_enet_0.001_p_4000_N_4400_l1_0.05;275.60184845887125;2.702462239897355e-05;2890;2;sklearn;0.1;0.001;4000;4400;0.05
sklearn_tol_0.01_enet_0.0001_p_4000_N_4400_l1_0.05;278.35947561543435;2.387037398121587e-05;2890;2;sklearn;0.01;0.0001;4000;4400;0.05
block-boyd_tol_1e-06_rtol_1e-06_p_4000_N_4400_l1_0.1;9.980505734682083;3.058007726284223e-05;5516;0;block-boyd;1e-06;1e-06;4000;4400;0.1
block-boyd_tol_1e-07_rtol_1e-07_p_4000_N_4400_l1_0.1;11.457918617874384;3.4080642506964997e-06;5518;0;block-boyd;1e-07;1e-07;4000;4400;0.1
block-boyd_tol_5e-08_rtol_5e-08_p_4000_N_4400_l1_0.1;13.046609535813332;1.6970092945536318e-06;5518;0;block-boyd;5e-08;5e-08;4000;4400;0.1
block-boyd_tol_1e-08_rtol_1e-08_p_4000_N_4400_l1_0.1;13.747258137911558;3.3879917990373797e-07;5518;0;block-boyd;1e-08;1e-08;4000;4400;0.1
regain_tol_0.0001_rtol_0.0001_p_4000_N_4400_l1_0.1;502.0408921390772;0.011097556971942014;5516;14;regain;0.0001;0.0001;4000;4400;0.1
regain_tol_1e-05_rtol_1e-05_p_4000_N_4400_l1_0.1;822.5002313889563;0.0011971786968603224;5516;24;regain;1e-05;1e-05;4000;4400;0.1
regain_tol_5e-06_rtol_5e-06_p_4000_N_4400_l1_0.1;909.6497900746763;0.0006179483682115456;5516;27;regain;5e-06;5e-06;4000;4400;0.1
regain_tol_1e-06_rtol_1e-06_p_4000_N_4400_l1_0.1;1172.6835546530783;0.00010812088983859166;5516;35;regain;1e-06;1e-06;4000;4400;0.1
single-boyd_tol_1e-06_rtol_1e-06_p_4000_N_4400_l1_0.1;115.4464722238481;0.14651135306350085;5628;4;single-boyd;1e-06;1e-06;4000;4400;0.1
single-boyd_tol_1e-07_rtol_1e-07_p_4000_N_4400_l1_0.1;349.88547386974096;0.021887391890482777;5516;12;single-boyd;1e-07;1e-07;4000;4400;0.1
single-boyd_tol_5e-08_rtol_5e-08_p_4000_N_4400_l1_0.1;434.29240703582764;0.011097556971941954;5516;15;single-boyd;5e-08;5e-08;4000;4400;0.1
single-boyd_tol_1e-08_rtol_1e-08_p_4000_N_4400_l1_0.1;630.9753428176045;0.0023255670071475293;5516;22;single-boyd;1e-08;1e-08;4000;4400;0.1
sklearn_tol_0.1_enet_0.001_p_4000_N_4400_l1_0.1;281.3902586484328;1.815481761345801e-05;5516;2;sklearn;0.1;0.001;4000;4400;0.1
sklearn_tol_0.01_enet_0.0001_p_4000_N_4400_l1_0.1;282.46282571647316;1.5918209555668786e-05;5516;2;sklearn;0.01;0.0001;4000;4400;0.1
block-boyd_tol_1e-07_rtol_1e-07_p_4000_N_4400_l1_0.5;3.1698180735111237;1.2846289407948048e-06;7876;0;block-boyd;1e-07;1e-07;4000;4400;0.5
block-boyd_tol_5e-08_rtol_5e-08_p_4000_N_4400_l1_0.5;3.2288131937384605;7.117476634486961e-07;7876;0;block-boyd;5e-08;5e-08;4000;4400;0.5
block-boyd_tol_1e-06_rtol_1e-06_p_4000_N_4400_l1_0.5;3.2307122834026814;1.408594674092606e-05;7876;0;block-boyd;1e-06;1e-06;4000;4400;0.5
block-boyd_tol_1e-08_rtol_1e-08_p_4000_N_4400_l1_0.5;3.2699357345700264;1.2081485679394325e-07;7876;0;block-boyd;1e-08;1e-08;4000;4400;0.5
regain_tol_0.0001_rtol_0.0001_p_4000_N_4400_l1_0.5;428.77295123040676;0.011746631691225258;7878;12;regain;0.0001;0.0001;4000;4400;0.5
regain_tol_1e-05_rtol_1e-05_p_4000_N_4400_l1_0.5;622.5016336478293;0.0010258153504531017;7876;18;regain;1e-05;1e-05;4000;4400;0.5
regain_tol_5e-06_rtol_5e-06_p_4000_N_4400_l1_0.5;686.7835912406445;0.00045875284759980836;7876;20;regain;5e-06;5e-06;4000;4400;0.5
regain_tol_1e-06_rtol_1e-06_p_4000_N_4400_l1_0.5;1067.4322042763233;1.6014880426751404e-05;7876;31;regain;1e-06;1e-06;4000;4400;0.5
single-boyd_tol_1e-06_rtol_1e-06_p_4000_N_4400_l1_0.5;110.22328053414822;0.14418394507061197;7980;4;single-boyd;1e-06;1e-06;4000;4400;0.5
single-boyd_tol_1e-07_rtol_1e-07_p_4000_N_4400_l1_0.5;351.5981607437134;0.021340851400422575;7878;12;single-boyd;1e-07;1e-07;4000;4400;0.5
single-boyd_tol_5e-08_rtol_5e-08_p_4000_N_4400_l1_0.5;428.6006252542138;0.010784929839458493;7876;15;single-boyd;5e-08;5e-08;4000;4400;0.5
single-boyd_tol_1e-08_rtol_1e-08_p_4000_N_4400_l1_0.5;643.8222378529608;0.0022451280638689335;7876;22;single-boyd;1e-08;1e-08;4000;4400;0.5
sklearn_tol_0.01_enet_0.0001_p_4000_N_4400_l1_0.5;273.50390375591815;5.48346240899858e-08;7876;2;sklearn;0.01;0.0001;4000;4400;0.5
sklearn_tol_0.1_enet_0.001_p_4000_N_4400_l1_0.5;276.9491487555206;1.6516719750540048e-07;7876;2;sklearn;0.1;0.001;4000;4400;0.5
block-boyd_tol_1e-06_rtol_1e-06_p_5000_N_5500_l1_0.05;25.296369194984436;0.004752688624373216;3990;0;block-boyd;1e-06;1e-06;5000;5500;0.05
block-boyd_tol_1e-07_rtol_1e-07_p_5000_N_5500_l1_0.05;31.88014118373394;0.00048745653983473577;4010;0;block-boyd;1e-07;1e-07;5000;5500;0.05
block-boyd_tol_5e-08_rtol_5e-08_p_5000_N_5500_l1_0.05;36.94912588968873;0.00024433735336800073;4012;0;block-boyd;5e-08;5e-08;5000;5500;0.05
block-boyd_tol_1e-08_rtol_1e-08_p_5000_N_5500_l1_0.05;40.43860665336251;4.531433801500043e-05;4016;0;block-boyd;1e-08;1e-08;5000;5500;0.05
regain_tol_0.0001_rtol_0.0001_p_5000_N_5500_l1_0.05;737.6183909997344;0.014250292232694738;3898;11;regain;0.0001;0.0001;5000;5500;0.05
regain_tol_1e-05_rtol_1e-05_p_5000_N_5500_l1_0.05;1343.3709150627255;0.0005769462569221967;3962;21;regain;1e-05;1e-05;5000;5500;0.05
regain_tol_5e-06_rtol_5e-06_p_5000_N_5500_l1_0.05;1710.9313433393836;9.225829047794313e-05;3990;27;regain;5e-06;5e-06;5000;5500;0.05
regain_tol_1e-06_rtol_1e-06_p_5000_N_5500_l1_0.05;2219.1382782161236;3.9962989659633426e-05;4008;34;regain;1e-06;1e-06;5000;5500;0.05
single-boyd_tol_1e-06_rtol_1e-06_p_5000_N_5500_l1_0.05;181.26761166751385;0.2436288755357823;4024;3;single-boyd;1e-06;1e-06;5000;5500;0.05
single-boyd_tol_1e-07_rtol_1e-07_p_5000_N_5500_l1_0.05;691.8822993002832;0.0341191128086162;3952;13;single-boyd;1e-07;1e-07;5000;5500;0.05
single-boyd_tol_5e-08_rtol_5e-08_p_5000_N_5500_l1_0.05;856.3695680648088;0.019870886862773066;3982;16;single-boyd;5e-08;5e-08;5000;5500;0.05
single-boyd_tol_1e-08_rtol_1e-08_p_5000_N_5500_l1_0.05;1335.0308939926326;0.0040885884592164945;4004;25;single-boyd;1e-08;1e-08;5000;5500;0.05
sklearn_tol_0.1_enet_0.001_p_5000_N_5500_l1_0.05;522.7095499420539;2.409354443498181e-05;4016;2;sklearn;0.1;0.001;5000;5500;0.05
sklearn_tol_0.01_enet_0.0001_p_5000_N_5500_l1_0.05;533.810072960332;1.854371125170287e-05;4016;2;sklearn;0.01;0.0001;5000;5500;0.05
block-boyd_tol_1e-06_rtol_1e-06_p_5000_N_5500_l1_0.1;7.051560368388891;5.163044491715733e-05;8876;0;block-boyd;1e-06;1e-06;5000;5500;0.1
block-boyd_tol_5e-08_rtol_5e-08_p_5000_N_5500_l1_0.1;7.669852010905743;2.5550712932999173e-06;8876;0;block-boyd;5e-08;5e-08;5000;5500;0.1
block-boyd_tol_1e-07_rtol_1e-07_p_5000_N_5500_l1_0.1;7.7437923438847065;5.138749249596489e-06;8876;0;block-boyd;1e-07;1e-07;5000;5500;0.1
block-boyd_tol_1e-08_rtol_1e-08_p_5000_N_5500_l1_0.1;8.07543883472681;4.965370129121836e-07;8876;0;block-boyd;1e-08;1e-08;5000;5500;0.1
regain_tol_0.0001_rtol_0.0001_p_5000_N_5500_l1_0.1;755.5209184400737;0.012109651951638939;8876;11;regain;0.0001;0.0001;5000;5500;0.1
regain_tol_1e-05_rtol_1e-05_p_5000_N_5500_l1_0.1;1318.1848454996943;0.0005507173412399603;8876;20;regain;1e-05;1e-05;5000;5500;0.1
regain_tol_5e-06_rtol_5e-06_p_5000_N_5500_l1_0.1;1671.2860722839832;7.168725965097236e-05;8876;26;regain;5e-06;5e-06;5000;5500;0.1
regain_tol_1e-06_rtol_1e-06_p_5000_N_5500_l1_0.1;2104.913283497095;3.694418867556724e-05;8876;32;regain;1e-06;1e-06;5000;5500;0.1
single-boyd_tol_1e-06_rtol_1e-06_p_5000_N_5500_l1_0.1;171.7499777637422;0.2355112469152234;9076;3;single-boyd;1e-06;1e-06;5000;5500;0.1
single-boyd_tol_1e-07_rtol_1e-07_p_5000_N_5500_l1_0.1;648.1353326737881;0.036688730580937946;8876;12;single-boyd;1e-07;1e-07;5000;5500;0.1
single-boyd_tol_5e-08_rtol_5e-08_p_5000_N_5500_l1_0.1;868.2021006271243;0.01706249352063702;8876;16;single-boyd;5e-08;5e-08;5000;5500;0.1
single-boyd_tol_1e-08_rtol_1e-08_p_5000_N_5500_l1_0.1;1235.9839764796197;0.0037985484345285153;8876;24;single-boyd;1e-08;1e-08;5000;5500;0.1
sklearn_tol_0.1_enet_0.001_p_5000_N_5500_l1_0.1;512.5984039958566;7.894599493837543e-06;8876;2;sklearn;0.1;0.001;5000;5500;0.1
sklearn_tol_0.01_enet_0.0001_p_5000_N_5500_l1_0.1;522.0324018253013;1.2551688161703288e-06;8876;2;sklearn;0.01;0.0001;5000;5500;0.1
block-boyd_tol_1e-08_rtol_1e-08_p_5000_N_5500_l1_0.5;4.588996801525354;1.7201247549172663e-07;9898;0;block-boyd;1e-08;1e-08;5000;5500;0.5
block-boyd_tol_5e-08_rtol_5e-08_p_5000_N_5500_l1_0.5;4.898844067007303;1.0195054465815688e-06;9898;0;block-boyd;5e-08;5e-08;5000;5500;0.5
block-boyd_tol_1e-07_rtol_1e-07_p_5000_N_5500_l1_0.5;4.982696425169706;1.6962235805753507e-06;9898;0;block-boyd;1e-07;1e-07;5000;5500;0.5
block-boyd_tol_1e-06_rtol_1e-06_p_5000_N_5500_l1_0.5;5.074620220810175;1.6839315724247943e-05;9898;0;block-boyd;1e-06;1e-06;5000;5500;0.5
regain_tol_0.0001_rtol_0.0001_p_5000_N_5500_l1_0.5;762.6969514936209;0.008922792644085978;9898;11;regain;0.0001;0.0001;5000;5500;0.5
regain_tol_1e-05_rtol_1e-05_p_5000_N_5500_l1_0.5;1267.7591960951686;9.677064023639858e-05;9898;19;regain;1e-05;1e-05;5000;5500;0.5
